id,game,code,name,aka,faction,domain,kind,tech,role,description,hp,cost_metal,cost_energy,build_time,speed,weapons,image
ta-corcsa,ta,CORCSA,Construction Seaplane,,core,air,Construction units,1,t1_engineer,Tech Level 1,180,125.0,5824.0,,,,img/ta/corcsa.png
ta-corcv,ta,CORCV,Construction Vehicle,,core,land,Construction units,1,t1_engineer,Tech Level 1,825,175.0,2145.0,,,,img/ta/corcv.png
ta-cormlv,ta,CORMLV,Spoiler,,core,land,Construction units,1,t1_engineer,Mine Layer Vehicle,1400,187.0,1117.0,,,,img/ta/cormlv.png
ta-coraap,ta,CORAAP,Adv. Aircraft Plant,,core,structure,"Production buildings (plants, labs, shipyards)",2,t2_factory_air,Produces Aircraft,2200,2191.0,4422.0,,,,img/ta/coraap.png
ta-coralab,ta,CORALAB,Adv. Kbot Lab,,core,structure,"Production buildings (plants, labs, shipyards)",2,t2_factory_land,Produces Kbots,3170,1972.0,3625.0,,,,img/ta/coralab.png
ta-corap,ta,CORAP,Aircraft Plant,,core,structure,"Production buildings (plants, labs, shipyards)",1,t1_factory_air,Produces Aircraft,1925,830.0,1340.0,,,,img/ta/corap.png
ta-corasy,ta,CORASY,Adv. Shipyard,,core,structure,"Production buildings (plants, labs, shipyards)",2,t2_factory_naval,Produces Ships,2760,2460.0,2325.0,,,,img/ta/corasy.png
ta-coravp,ta,CORAVP,Adv. Vehicle Plant,,core,structure,"Production buildings (plants, labs, shipyards)",2,t2_factory_land,Produces Vehicles,2580,1947.0,3520.0,,,,img/ta/coravp.png
ta-corgant,ta,CORGANT,Krogoth Gantry,,core,structure,"Production buildings (plants, labs, shipyards)",3,experimental,Builds Krogoth,3050,6587.0,9574.0,,,,img/ta/corgant.png
ta-corhp,ta,CORHP,Hovercraft Platform,,core,structure,"Production buildings (plants, labs, shipyards)",2,t2_factory_land,Builds Hovercraft,3356,1793.0,5421.0,,,,img/ta/corhp.png
ta-corlab,ta,CORLAB,Kbot Lab,,core,structure,"Production buildings (plants, labs, shipyards)",1,t1_factory_land,Produces Kbots,2600,680.0,1250.0,,,,img/ta/corlab.png
ta-corplat,ta,CORPLAT,Seaplane Platform,,core,structure,"Production buildings (plants, labs, shipyards)",2,t2_factory_air,Builds Seaplanes,2000,2305.0,5367.0,,,,img/ta/corplat.png
ta-corsy,ta,CORSY,Shipyard,,core,structure,"Production buildings (plants, labs, shipyards)",1,t1_factory_naval,Produces Ships,2490,600.0,750.0,,,,img/ta/corsy.png
ta-corvp,ta,CORVP,Vehicle Plant,,core,structure,"Production buildings (plants, labs, shipyards)",1,t1_factory_land,Produces Vehicles,2550,600.0,1100.0,,,,img/ta/corvp.png
ta-corbuild,ta,CORBUILD,Hydration Plant,,core,structure,Resource & storage buildings,1,other,Creates Water,1806,220.0,2550.0,,,,
ta-corckfus,ta,CORCKFUS,Cloakable Fusion Reactor,,core,structure,Resource & storage buildings,2,t2_energy,Produces Energy,2450,5321.0,46225.0,,,,img/ta/corckfus.png
ta-cordrag,ta,CORDRAG,Dragon's Teeth,,core,structure,Resource & storage buildings,1,wall,Perimeter Defense,3600,11.0,300.0,,,,img/ta/cordrag.png
ta-corestor,ta,CORESTOR,Energy Storage,,core,structure,Resource & storage buildings,1,t1_energy,Increases Energy Storage,1070,250.0,2490.0,,,,img/ta/corestor.png
ta-corfmkr,ta,CORFMKR,Floating Metal Maker,,core,structure,Resource & storage buildings,1,t1_fab,Floating Metal Maker,120,,1530.0,,,,img/ta/corfmkr.png
ta-corfort,ta,CORFORT,Fortification Wall,,core,structure,Resource & storage buildings,1,wall,Perimeter Defense,1750,23.0,612.0,,,,img/ta/corfort.png
ta-corfus,ta,CORFUS,Fusion Power Plant,,core,structure,Resource & storage buildings,2,t2_energy,Produces Energy,3000,5004.0,37865.0,,,,img/ta/corfus.png
ta-corgeo,ta,CORGEO,Geothermal Powerplant,,core,structure,Resource & storage buildings,2,t2_energy,Produces Energy,930,505.0,9375.0,,,,img/ta/corgeo.png
ta-cormakr,ta,CORMAKR,Metal Maker,,core,structure,Resource & storage buildings,1,t1_fab,Metal Maker,150,0.0,700.0,,,,img/ta/cormakr.png
ta-cormex,ta,CORMEX,Metal Extractor,,core,structure,Resource & storage buildings,1,t1_mex,Extracts Metal,175,51.0,514.0,,,,img/ta/cormex.png
ta-cormmkr,ta,CORMMKR,Moho Metal Maker,,core,structure,Resource & storage buildings,2,t2_fab,Produces Metal,500,51.0,10928.0,,,,img/ta/cormmkr.png
ta-cormoho,ta,CORMOHO,Moho Mine,,core,structure,Resource & storage buildings,2,t2_mex,Advanced Metal Extractor,1465,1450.0,9121.0,,,,img/ta/cormoho.png
ta-cormstor,ta,CORMSTOR,Metal Storage,,core,structure,Resource & storage buildings,1,t1_mex,Increases Metal Storage,1306,320.0,550.0,,,,img/ta/cormstor.png
ta-corsolar,ta,CORSOLAR,Solar Collector,,core,structure,Resource & storage buildings,1,t1_energy,Produces Energy,320,141.0,790.0,,,,img/ta/corsolar.png
ta-cortide,ta,CORTIDE,Tidal Generator,,core,structure,Resource & storage buildings,1,t1_energy,Produces Energy,253,81.0,752.0,,,,img/ta/cortide.png
ta-coruwes,ta,CORUWES,Underwater Energy Storage,,core,structure,Resource & storage buildings,1,t1_energy,Increases Energy Storage,1521,280.0,2540.0,,,,img/ta/coruwes.png
ta-coruwfus,ta,CORUWFUS,Underwater Fusion Plant,,core,structure,Resource & storage buildings,2,t2_energy,Produces Energy,1425,7210.0,57349.0,,,,img/ta/coruwfus.png
ta-coruwmex,ta,CORUWMEX,Underwater Metal Extractor,,core,structure,Resource & storage buildings,1,t1_mex,Extracts Metal,355,125.0,2219.0,,,,img/ta/coruwmex.png
ta-coruwms,ta,CORUWMS,Underwater Metal Storage,,core,structure,Resource & storage buildings,1,t1_mex,Increases Metal Storage,1750,350.0,1523.0,,,,img/ta/coruwms.png
ta-corwin,ta,CORWIN,Wind Generator,,core,structure,Resource & storage buildings,1,t1_energy,Produces Energy,179,55.0,523.0,,,,img/ta/corwin.png
ta-coratl,ta,CORATL,Advanced Torpedo Launcher,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,other,Advanced Torpedo Launcher,562,1758.0,5389.0,,,CORATL_TORPEDO,img/ta/coratl.png
ta-corbuzz,ta,CORBUZZ,Buzzsaw,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",3,experimental,Rapid Fire Plasma Cannon,1700,35264.0,462648.0,,,CORBUZZ_WEAPON,img/ta/corbuzz.png
ta-cordoom,ta,CORDOOM,Doomsday Machine,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",3,t3_arty_static,Energy Weapon,3140,2140.0,14245.0,,,CORE_DOOMSDAY | CORE_LIGHTLASER | CORE_LASERH1,img/ta/cordoom.png
ta-corfdrag,ta,CORFDRAG,Floating Dragon's Teeth,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",1,wall,Floating Dragon's Teeth,3800,18.0,630.0,,,,img/ta/corfdrag.png
ta-corfhlt,ta,CORFHLT,Thunderbolt,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,t2_pd,Floating Heavy Laser Tower,1385,558.0,5812.0,,,CORFHLT_LASER,img/ta/corfhlt.png
ta-corflak,ta,CORFLAK,Cobra,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,t2_flak,Anti-Air Flak Gun,1655,1092.0,18995.0,,,CORFLAK_GUN,img/ta/corflak.png
ta-corfmd,ta,CORFMD,Fortitude Missile Defense,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,antinuke,Anti Missile Defense System,780,1508.0,92321.0,,,FMD_ROCKET,img/ta/corfmd.png
ta-corhlt,ta,CORHLT,Gaat Gun,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,t2_pd,Heavy Laser Tower,1200,589.0,5443.0,,,CORE_LASERH1,img/ta/corhlt.png
ta-corint,ta,CORINT,Intimidator,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",3,t3_arty_static,Long Range Plasma Cannon,1900,4328.0,62520.0,,,CORE_INTIMIDATOR,img/ta/corint.png
ta-corllt,ta,CORLLT,Light Laser Tower,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",1,t1_pd,Light Laser Tower,710,268.0,2608.0,,,CORE_LIGHTLASER,img/ta/corllt.png
ta-cormart,ta,CORMART,Mobile Artillery,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,t3_arty,Mobile Artillery,600,251.0,1535.0,,,CORE_ARTILLERY,img/ta/cormart.png
ta-corplas,ta,CORPLAS,Immolator; //c,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,other,Plasma Tower,842,321.0,,,,CORPLAS_WEAPON,img/ta/corplas.png
ta-corpun,ta,CORPUN,Punisher,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,t2_arty,Plasma Battery,2540,1887.0,7585.0,,,CORFIXED_GUN,img/ta/corpun.png
ta-corrl,ta,CORRL,Pulverizer,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",1,t1_aa_turret,Missile Tower,300,76.0,805.0,,,CORRL_MISSILE,img/ta/corrl.png
ta-corsilo,ta,CORSILO,Silencer,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",1,nuke,Nuclear Missile Launcher,2560,975.0,48768.0,,,CRBLMSSL,img/ta/corsilo.png
ta-cortl,ta,CORTL,Torpedo Launcher,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",1,other,Torpedo Launcher,1520,831.0,3058.0,,,COAX_TORPEDO,img/ta/cortl.png
ta-cortoast,ta,CORTOAST,Toaster,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,t2_arty,Pop-up Heavy Cannon,1877,2146.0,12687.0,,,CORTOAST_GUN,img/ta/cortoast.png
ta-corvipe,ta,CORVIPE,Viper,,core,structure,"Defensive structures (turrets, anti-nuke, big-bertha)",2,other,Pop-Up Heavy Laser,988,642.0,6687.0,,,CORVIPE_LASER,img/ta/corvipe.png
ta-corarad,ta,CORARAD,Advanced Radar Tower,,core,structure,"Sensors & jammers (radar, sonar)",2,other,Long Range Radar,130,122.0,1920.0,,,,img/ta/corarad.png
ta-corason,ta,CORASON,Advanced Sonar Station,,core,structure,"Sensors & jammers (radar, sonar)",2,other,Locates Water Units,240,152.0,2257.0,,,,img/ta/corason.png
ta-corrad,ta,CORRAD,Radar Tower,,core,structure,"Sensors & jammers (radar, sonar)",1,t1_radar,Radar Tower,51,50.0,800.0,,,,img/ta/corrad.png
ta-corsjam,ta,CORSJAM,Phantom,,core,structure,"Sensors & jammers (radar, sonar)",1,other,Radar Jammer Ship,570,135.0,2254.0,,,,img/ta/corsjam.png
ta-corsonar,ta,CORSONAR,Sonar Station,,core,structure,"Sensors & jammers (radar, sonar)",1,t1_radar,Sonar Station,52,20.0,399.0,,,,img/ta/corsonar.png
ta-corvrad,ta,CORVRAD,Informer,,core,structure,"Sensors & jammers (radar, sonar)",2,other,Mobile Radar,510,86.0,1209.0,,,,img/ta/corvrad.png
ta-corape,ta,CORAPE,Rapier,,core,air,"Aircraft (VTOL, bombers, fighters)",2,t2_gunship,Gunship,940,294.0,5778.0,,,VTOL_ROCKET | VTOL_ROCKET2,img/ta/corape.png
ta-corawac,ta,CORAWAC,Vulture,,core,air,"Aircraft (VTOL, bombers, fighters)",2,other,Radar Plane,170,169.0,7824.0,,,,img/ta/corawac.png
ta-corfink,ta,CORFINK,Fink,,core,air,"Aircraft (VTOL, bombers, fighters)",1,t1_air_scout,Air Scout,90,36.0,1369.0,,,,img/ta/corfink.png
ta-corhunt,ta,CORHUNT,Hunter,,core,air,"Aircraft (VTOL, bombers, fighters)",1,other,Airborne Sonar,495,142.0,7421.0,,,,img/ta/corhunt.png
ta-corhurc,ta,CORHURC,Hurricane,,core,air,"Aircraft (VTOL, bombers, fighters)",2,t2_bomber,Strategic Bomber,480,220.0,8050.0,,,CORADVBOMB | CORAIR2AIRLASER,img/ta/corhurc.png
ta-corseap,ta,CORSEAP,Typhoon,,core,air,"Aircraft (VTOL, bombers, fighters)",1,other,Torpedo Seaplane,210,545.0,9785.0,,,CORSEAP_WEAPON1 | CORSEAP_WEAPON2 | CORSEAP_WEAPON3,img/ta/corseap.png
ta-corsfig,ta,CORSFIG,Voodoo,,core,air,"Aircraft (VTOL, bombers, fighters)",1,other,Seaplane Fighter,159,182.0,6524.0,,,CORSFIG_WEAPON | CORSFIG_WEAPON2,img/ta/corsfig.png
ta-corshad,ta,CORSHAD,Shadow,,core,air,"Aircraft (VTOL, bombers, fighters)",1,t1_bomber,Bomber,315,131.0,5691.0,,,CORBOMB,img/ta/corshad.png
ta-cortitan,ta,CORTITAN,Titan,,core,air,"Aircraft (VTOL, bombers, fighters)",2,other,Torpedo Bomber,375,364.0,6588.0,,,CORAIR_TORPEDO,img/ta/cortitan.png
ta-corvalk,ta,CORVALK,Valkyrie,,core,air,"Aircraft (VTOL, bombers, fighters)",1,t1_transport,Air Transport,160,115.0,2695.0,,,,img/ta/corvalk.png
ta-corvamp,ta,CORVAMP,Vamp,,core,air,"Aircraft (VTOL, bombers, fighters)",2,t2_fighter,Stealth Fighter,490,257.0,6973.0,,,CORVTOL_ADVMISSILE | CORVTOL_ADVMISSILE2,img/ta/corvamp.png
ta-corveng,ta,CORVENG,Avenger,,core,air,"Aircraft (VTOL, bombers, fighters)",1,t1_interceptor,Fighter,202,101.0,3181.0,,,CORVTOL_MISSILE,img/ta/corveng.png
ta-corarch,ta,CORARCH,Shredder,,core,navy,Ships (surface),2,other,Anti-Air Ship,2450,1314.0,17921.0,,,CORARCH_WEAPON1 | CORARCH_WEAPON2 | CORARCH_WEAPON3,img/ta/corarch.png
ta-corbats,ta,CORBATS,Warlord,,core,navy,Ships (surface),2,t3_battleship,Battleship,6140,4181.0,19741.0,,,CORE_BATSLASER | COR_BATS,img/ta/corbats.png
ta-corcarry,ta,CORCARRY,Hive,,core,navy,Ships (surface),2,other,Light Carrier,3500,1379.0,11715.0,,,,img/ta/corcarry.png
ta-corcrus,ta,CORCRUS,Executioner,,core,navy,Ships (surface),2,t2_cruiser,Cruiser,4170,1724.0,8551.0,,,COR_CRUS | COREDEPTHCHARGE,img/ta/corcrus.png
ta-cormship,ta,CORMSHIP,Missile Frigate,,core,navy,Ships (surface),2,other,Missile Ship,1250,2283.0,7628.0,,,CORMSHIP_ROCKET | CORSHIP_MISSILE,img/ta/cormship.png
ta-corpt,ta,CORPT,Searcher,,core,navy,Ships (surface),1,t1_frigate,Scout Ship,570,95.0,917.0,,,COREPT_LASER | CORKBOT_MISSILE,img/ta/corpt.png
ta-corroy,ta,CORROY,Enforcer,,core,navy,Ships (surface),1,t2_destroyer,Destroyer,3150,887.0,4505.0,,,CORE_ROY | COREDEPTHCHARGE,img/ta/corroy.png
ta-corshark,ta,CORSHARK,Shark,,core,navy,Ships (surface),2,other,Submarine Killer,276,1356.0,5245.0,,,CORSMART_TORPEDO,img/ta/corshark.png
ta-corss,ta,CORSS,Sea Serpent,,core,navy,Ships (surface),1,other,Indigenous Lifeform,420,0.0,4385.0,,,FLAMETHROWER,
ta-corssub,ta,CORSSUB,Leviathan,,core,navy,Ships (surface),2,other,Battle Sub,3052,3850.0,19940.0,,,CORSSUB_WEAPON,img/ta/corssub.png
ta-corsub,ta,CORSUB,Snake,,core,navy,Ships (surface),1,t1_sub,Submarine,590,1199.0,3902.0,,,CORE_TORPEDO,img/ta/corsub.png
ta-corthovr,ta,CORTHOVR,Turtle,,core,navy,Ships (surface),2,other,Transport Hovercraft,1080,650.0,7541.0,,,,img/ta/corthovr.png
ta-cortship,ta,CORTSHIP,Envoy,,core,navy,Ships (surface),1,other,Transport Ship,2120,887.0,4786.0,,,,img/ta/cortship.png
ta-corak,ta,CORAK,A.K.,,core,land,Kbots (bipedal walkers),1,t1_light_bot,Infantry Kbot,265,56.0,696.0,,,CORE_LASER,img/ta/corak.png
ta-coramph,ta,CORAMPH,Gimp,,core,land,Kbots (bipedal walkers),2,t2_amphib,Amphibious Kbot,1150,324.0,2935.0,,,CORAMPH_WEAPON1 | CORAMPH_WEAPON2,img/ta/coramph.png
ta-corcan,ta,CORCAN,The Can,,core,land,Kbots (bipedal walkers),2,t2_tank,Armored Assault Kbot,2800,420.0,3500.0,,,CORE_CANLASER,img/ta/corcan.png
ta-corcrash,ta,CORCRASH,Crasher,,core,land,Kbots (bipedal walkers),1,t1_aa,Missile Kbot,480,129.0,1224.0,,,CORKBOT_MISSILE,img/ta/corcrash.png
ta-corfast,ta,CORFAST,Freaker,,core,land,Kbots (bipedal walkers),2,other,Fast Attack Kbot,630,175.0,2658.0,,,CORFAST_WEAPON,img/ta/corfast.png
ta-corhrk,ta,CORHRK,Dominator,,core,land,Kbots (bipedal walkers),2,t2_mml,Heavy Rocket Kbot,620,388.0,2107.0,,,CORHRK_ROCKET,img/ta/corhrk.png
ta-corkrog,ta,CORKROG,Krogoth,,core,land,Kbots (bipedal walkers),3,experimental,Experimental Kbot,29918,29489.0,116664.0,,,CORKROG_FIRE | CORKROG_HEAD | CORKROG_ROCKET,img/ta/corkrog.png
ta-cormort,ta,CORMORT,Morty,,core,land,Kbots (bipedal walkers),2,t3_arty,Mobile Mortar Kbot,920,321.0,2865.0,,,CORE_MORT,img/ta/cormort.png
ta-cornecro,ta,CORNECRO,Resurrection Kbot,,core,land,Kbots (bipedal walkers),2,other,Resurrection Kbot,470,376.0,10164.0,,,,img/ta/cornecro.png
ta-corpyro,ta,CORPYRO,Pyro,,core,land,Kbots (bipedal walkers),2,t2_tank,Assault Kbot,700,260.0,2200.0,,,FLAMETHROWER,img/ta/corpyro.png
ta-corroach,ta,CORROACH,Roach,,core,land,Kbots (bipedal walkers),2,other,Crawling Bomb,195,65.0,5471.0,,,,img/ta/corroach.png
ta-corspec,ta,CORSPEC,Spectre,,core,land,Kbots (bipedal walkers),2,other,Radar Jammer,310,70.0,1453.0,,,,img/ta/corspec.png
ta-corspy,ta,CORSPY,Parasite,,core,land,Kbots (bipedal walkers),2,other,SPY Kbot,340,156.0,13452.0,,,,img/ta/corspy.png
ta-corstorm,ta,CORSTORM,Storm,,core,land,Kbots (bipedal walkers),1,t1_arty,Rocket Kbot,620,118.0,985.0,,,CORKBOT_ROCKET,img/ta/corstorm.png
ta-corsumo,ta,CORSUMO,Sumo,,core,land,Kbots (bipedal walkers),2,t2_tank,Adv. Armored Assault Kbot,4950,844.0,5987.0,,,CORSUMO_WEAPON,img/ta/corsumo.png
ta-corthud,ta,CORTHUD,Thud,,core,land,Kbots (bipedal walkers),1,t1_arty,Artillery Kbot,800,147.0,1161.0,,,CORE_THUD,img/ta/corthud.png
ta-corvoyr,ta,CORVOYR,Voyeur,,core,land,Kbots (bipedal walkers),2,other,Mobile Radar Kbot,350,93.0,1283.0,,,,img/ta/corvoyr.png
ta-corah,ta,CORAH,Slinger,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,other,Anti-Air Hovercraft,395,115.0,1542.0,,,CORAH_WEAPON,img/ta/corah.png
ta-coreter,ta,CORETER,Deleter,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,other,Mobile Radar Jammer,520,100.0,1757.0,,,,img/ta/coreter.png
ta-corfav,ta,CORFAV,Weasel,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,t1_land_scout,Scout,84,38.0,575.0,,,CORE_LASER,img/ta/corfav.png
ta-corgator,ta,CORGATOR,Instigator,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,t1_tank,Assault Tank,653,110.0,887.0,,,GATOR_LASER,img/ta/corgator.png
ta-corgol,ta,CORGOL,Goliath,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,t2_tank,Very Heavy Assault Tank,2845,697.0,3906.0,,,COR_GOL,img/ta/corgol.png
ta-corlevlr,ta,CORLEVLR,Leveler,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,other,Riot Tank,375,292.0,1887.0,,,CORLEVLR_WEAPON,img/ta/corlevlr.png
ta-cormabm,ta,CORMABM,Hedgehog,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,antinuke,Mobile Missile Defense,780,1508.0,92321.0,,,CORMABM_WEAPON,img/ta/cormabm.png
ta-cormh,ta,CORMH,Nixer,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,other,Hovercraft Rocket Launcher,460,318.0,3352.0,,,CORMH_WEAPON,img/ta/cormh.png
ta-cormist,ta,CORMIST,Slasher,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,t1_aa,Missile Launcher,655,116.0,947.0,,,CORTRUCK_MISSILE,img/ta/cormist.png
ta-corraid,ta,CORRAID,Raider,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,t1_tank,Medium Assault Tank,1058,169.0,1241.0,,,CORE_LIGHTCANNON,img/ta/corraid.png
ta-correap,ta,CORREAP,Reaper,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,t2_tank,Heavy Assault Tank,2014,473.0,3048.0,,,CORE_REAP,img/ta/correap.png
ta-corscorp,ta,CORSCORP,Scorpion,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,other,Indigenous Lifeform,1000,0.0,15660.0,,,CORSCORP_WEAPON,img/ta/corscorp.png
ta-corseal,ta,CORSEAL,Crock,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,t2_amphib,Amphibious Tank,1144,295.0,2310.0,,,CORE_MEDIUMCANNON,img/ta/corseal.png
ta-corsent,ta,CORSENT,Copperhead,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,t2_flak,Mobile Flak Vehicle,685,886.0,12487.0,,,CORSENT_GUN,img/ta/corsent.png
ta-corsh,ta,CORSH,Scrubber,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,other,Scout Hovercraft,200,72.0,1252.0,,,CORSH_WEAPON,img/ta/corsh.png
ta-corsnap,ta,CORSNAP,Snapper,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,other,Hovertank,850,280.0,3069.0,,,CORSNAP_WEAPON,img/ta/corsnap.png
ta-cortruck,ta,CORTRUCK,Truck,,core,land,"Vehicles (tanks, hovercraft, jeeps)",1,other,Ground Transport,3284,218.0,875.0,,,,
ta-corvroc,ta,CORVROC,Diplomat,,core,land,"Vehicles (tanks, hovercraft, jeeps)",2,t2_mml,Mobile Rocket Launcher,602,427.0,2470.0,,,CORTRUCK_ROCKET,img/ta/corvroc.png
ta-corasp,ta,CORASP,Air Repair Pad,,core,structure,Misc / other,2,other,Automatically repairs aircraft,690,430.0,8540.0,,,,img/ta/corasp.png
ta-corbeac,ta,CORBEAC,Alien Beacon,,core,structure,Misc / other,1,other,Alien Beacon,11000,5214.0,423100.0,,,,img/ta/corbeac.png
ta-cordev1,ta,CORDEV1,Implosion Device,,core,structure,Misc / other,1,other,Implosion Device,4110,8545.0,132500.0,,,,img/ta/cordev1.png
ta-corfrt,ta,CORFRT,Stinger,,core,navy,Misc / other,1,t1_aa_turret,Missile Tower - Naval Series,290,72.0,1054.0,,,CORFRT_MISSILE,img/ta/corfrt.png
ta-corgate,ta,CORGATE,Galactic Gate,,core,structure,Misc / other,1,other,Space Teleporter,2469,197485.0,1982431.0,,,,img/ta/corgate.png
ta-cormine1,ta,CORMINE1,M-104,,core,structure,Misc / other,1,other,"Low Damage, Med. Range Mine",200,20.0,532.0,,,,img/ta/cormine1.png
ta-cormine2,ta,CORMINE2,M-209,,core,structure,Misc / other,1,other,"Low Damage, Large Range Mine",200,48.0,1156.0,,,,img/ta/cormine2.png
ta-cormine3,ta,CORMINE3,M-303,,core,structure,Misc / other,1,other,"Med. Damage, Med. Range Mine",200,73.0,1704.0,,,,img/ta/cormine3.png
ta-cormine4,ta,CORMINE4,M-420,,core,structure,Misc / other,1,other,"High Damage, Med. Range Mine",200,104.0,2342.0,,,,img/ta/cormine4.png
ta-cormine5,ta,CORMINE5,M-515,,core,structure,Misc / other,1,other,"High Damage, Large Range Mine",200,264.0,7607.0,,,,img/ta/cormine5.png
ta-cormine6,ta,CORMINE6,M-610,,core,structure,Misc / other,1,other,Nuclear Mine,200,595.0,26172.0,,,,img/ta/cormine6.png
ta-cortarg,ta,CORTARG,Targeting Facility,,core,structure,Misc / other,2,other,Automatic Radar Targeting,1800,14982.0,141148.0,,,,img/ta/cortarg.png
ta-cortron,ta,CORTRON,Neutron,,core,structure,Misc / other,2,other,Neutron Missile Launcher,2100,1708.0,52134.0,,,CORTRON_WEAPON,img/ta/cortron.png
sc-daa0206,sc,DAA0206,Mercy,Guided Missile,aeon,air,Guided Missile,2,t2_bomber,Guided Missile,10,270,8850,1600,13,Kamikaze,img/sc/daa0206.png
sc-dal0310,sc,DAL0310,Absolver,Shield Disruptor,aeon,land,Shield Disruptor,3,t3_assault,Shield Disruptor,800,420,4800,3600,3.5,Shield Disruptor Cannon,img/sc/dal0310.png
sc-dalk003,sc,DALK003,Redeemer,Mobile Missile Anti-Air,aeon,land,Mobile Missile Anti-Air,3,t2_flak,Mobile Missile Anti-Air,1700,600,7500,3000,3.3,AA Serpentine,img/sc/dalk003.png
sc-dea0202,sc,DEA0202,Janus,Fighter/Bomber,uef,air,Fighter/Bomber,2,t2_bomber,Fighter/Bomber,1200,360,12600,2800,15,Linked Railgun | Linked Railgun | Napalm Carpet Bomb,img/sc/dea0202.png
sc-del0204,sc,DEL0204,Mongoose,Gatling Bot,uef,land,Gatling Bot,2,t2_tank,Gatling Bot,650,200,1000,1000,2.9,Gatling Plasma Cannon | Heavy Fragmentation Grenade Launcher,img/sc/del0204.png
sc-delk002,sc,DELK002,Cougar,Mobile Rapid-fire AA Cannon,uef,land,Mobile Rapid-fire AA Cannon,3,t2_flak,Mobile Rapid-fire AA Cannon,1900,600,7500,3000,3.5,Gatling Plasma Cannon,img/sc/delk002.png
sc-dra0202,sc,DRA0202,Corsair,Fighter/Bomber,cybran,air,Fighter/Bomber,2,t2_bomber,Fighter/Bomber,1100,420,8400,2400,15,Nanite Missile System | Corsair Missile Launcher,img/sc/dra0202.png
sc-drl0204,sc,DRL0204,Hoplite,Rocket Bot,cybran,land,Rocket Bot,2,t2_mml,Rocket Bot,550,200,1000,1000,3.4,Iridium Rocket Pack,img/sc/drl0204.png
sc-drlk001,sc,DRLK001,Bouncer,Mobile Missile Anti-Air,cybran,land,Mobile Missile Anti-Air,3,t2_flak,Mobile Missile Anti-Air,1900,600,7500,3000,3.6,Targeting Laser | Nanodart Surface Launcher | Nanodart Launcher,img/sc/drlk001.png
sc-drlk005,sc,DRLK005,Crab Egg (Bouncer),,cybran,structure,Crab Egg (Bouncer),3,t2_factory_land,Crab Egg (Bouncer),10,600,7500,1500,,,img/sc/drlk005.png
sc-dslk004,sc,DSLK004,Uyanah,Lightning Tank,seraphim,land,Lightning Tank,3,t2_flak,Lightning Tank,1800,720,9600,3600,3.4,Lightning Surface Projector | Lightning Projector,img/sc/dslk004.png
sc-uaa0101,sc,UAA0101,Mirage,Air Scout,aeon,air,Air Scout,1,t1_air_scout,Air Scout,25,40,580,200,19,,img/sc/uaa0101.png
sc-uaa0102,sc,UAA0102,Conservator,Interceptor,aeon,air,Interceptor,1,t1_interceptor,Interceptor,285,50,2250,500,15,Sonic Pulse Battery | Sonic Pulse Battery,img/sc/uaa0102.png
